Flight_ID,Date,Pilot_Name,Aircraft_Type,Origin,Destination,Flight_Duration,Passenger_Count,Flight_Type,Status,Ticket_Price
385,12/2/2025,Bronnie Matas,error: undefined method `first' for nil:NilClass,Shuangxing,Dulce Nombre,14.95,519,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2924.8
386,11/14/2027,Wilbur Parkman,error: undefined method `first' for nil:NilClass,Xiheshan,Otrado-Kubanskoye,5.27,36,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2882.61
387,3/23/2027,Rene Merrigans,error: undefined method `first' for nil:NilClass,Opatówek,Itoman,2.44,473,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,666.49
388,8/30/2026,Lamond Coggings,error: undefined method `first' for nil:NilClass,Penco,Xinglong,5.33,545,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,453.51
389,7/22/2025,Tannie Wreford,error: undefined method `first' for nil:NilClass,Wamba,Zamora,1.82,58,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1247.46
390,7/2/2026,Humfried Yeude,error: undefined method `first' for nil:NilClass,Nybro,Machinda,4.76,88,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1701.59
391,1/14/2027,Loni Valde,error: undefined method `first' for nil:NilClass,Shuangfeng,Kruhlaye,8.71,238,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1460.86
392,6/1/2026,Lisette Onians,error: undefined method `first' for nil:NilClass,Morales,Drien Rampak,1.69,228,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1463.25
393,9/22/2025,Lucian Ganniclifft,error: undefined method `first' for nil:NilClass,Daxing,Hachinohe,12.04,387,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1529.18
394,12/4/2025,Teressa Rosnau,error: undefined method `first' for nil:NilClass,Komsomolsk-on-Amur,Shimen,11.74,73,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2850.68
395,5/20/2026,Gilligan Sangra,error: undefined method `first' for nil:NilClass,Amiens,Légua,16.51,38,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2351.76
396,7/2/2026,Brent Addekin,error: undefined method `first' for nil:NilClass,Bordeaux,Göteborg,2.33,175,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2186.9
397,12/19/2025,Arnold Silverwood,error: undefined method `first' for nil:NilClass,Rio de Moinhos,Cachipay,5.15,548,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1550.55
398,7/20/2025,Kalli Ondrusek,error: undefined method `first' for nil:NilClass,Margabakti,Had Kourt,10.3,428,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,191.5
399,7/1/2025,Celestine Colin,error: undefined method `first' for nil:NilClass,Şabbūrah,Karatsu,12.39,483,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2020.59
400,1/25/2026,Shanda Bankes,error: undefined method `first' for nil:NilClass,Shuidong,Si Satchanalai,17.96,524,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,268.63
401,9/21/2027,Jacobo Madison,error: undefined method `first' for nil:NilClass,Centre de Flacq,Muromtsevo,4.11,140,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1528.75
402,3/31/2027,Aileen Lowy,error: undefined method `first' for nil:NilClass,Liminka,Chervonohryhorivka,17.57,496,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,57.71
403,2/12/2027,Jaquith Schubuser,error: undefined method `first' for nil:NilClass,Şaḩneh,Tours,12.72,516,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,230.29
404,11/4/2026,Gregoor Salvidge,error: undefined method `first' for nil:NilClass,Jatiraya,Kawaguchi,12.26,541,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,566.35
405,4/3/2026,Lawry Yankin,error: undefined method `first' for nil:NilClass,Araguari,Harhorin,17.0,139,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1908.83
406,8/3/2025,Mar Frascone,error: undefined method `first' for nil:NilClass,Guli,Ciladaeun,0.4,96,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1568.67
407,10/18/2025,Laina Blastock,error: undefined method `first' for nil:NilClass,Colón,Dongxiao,11.73,364,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,330.74
408,2/25/2025,Preston Janman,error: undefined method `first' for nil:NilClass,Nyazura,Estrada,1.78,126,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,551.76
409,5/4/2025,Jacquelyn Caddy,error: undefined method `first' for nil:NilClass,Pondokwungu,Thakhèk,0.91,128,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2840.62
410,10/4/2026,Olly Le Blond,error: undefined method `first' for nil:NilClass,Zgornje Bitnje,Alíartos,14.07,237,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1977.52
411,1/10/2027,Mischa Bowlands,error: undefined method `first' for nil:NilClass,Santa Ana,Caofang,12.62,548,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1991.92
412,4/14/2027,Perle Drust,error: undefined method `first' for nil:NilClass,Rancabuaya,Jämsänkoski,4.24,435,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,394.63
413,1/16/2025,Barnabe Greenshields,error: undefined method `first' for nil:NilClass,Siqiao,São José,2.56,537,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2593.63
414,9/14/2026,Luise Cromwell,error: undefined method `first' for nil:NilClass,Milwaukee,Fréjus,3.33,490,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2333.24
415,6/18/2025,Rollin Wraighte,error: undefined method `first' for nil:NilClass,Kamieniec Podolski,Rasony,7.31,214,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1804.87
416,5/13/2025,Lari Boone,error: undefined method `first' for nil:NilClass,Kadipaten,Zalaegerszeg,2.18,405,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,559.53
417,12/30/2027,Trudey Watting,error: undefined method `first' for nil:NilClass,Kangān,Ayapel,12.35,180,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2877.54
418,5/26/2025,Odette Edbrooke,error: undefined method `first' for nil:NilClass,Mġarr,Usu,13.2,316,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,439.56
419,5/13/2027,Giacopo Phifer,error: undefined method `first' for nil:NilClass,Ejmiatsin,Chicago,7.14,529,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1148.23
420,2/15/2025,Britt Von Helmholtz,error: undefined method `first' for nil:NilClass,Montauban,Grijó,14.0,143,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,801.49
421,1/7/2025,Koralle Rome,error: undefined method `first' for nil:NilClass,Goyang-si,Salamá,14.59,486,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1529.7
422,9/11/2027,Eartha Mundell,error: undefined method `first' for nil:NilClass,Lanshan,Khurriānwāla,17.16,359,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,241.91
423,5/1/2026,Garfield Tewnion,error: undefined method `first' for nil:NilClass,Daxing,Zhengyangshan,8.96,184,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,617.15
424,6/9/2027,Liuka Local,error: undefined method `first' for nil:NilClass,Mauren,Duozhu,14.72,248,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,111.37
425,7/25/2025,Domenico Diggle,error: undefined method `first' for nil:NilClass,Hengdaohezi,Firenze,4.52,41,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,808.37
426,12/5/2026,Helga Wolseley,error: undefined method `first' for nil:NilClass,Hamburg,Faya-Largeau,0.72,231,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,936.87
427,10/6/2027,Ame Rawsthorne,error: undefined method `first' for nil:NilClass,Aipe,Dahe,5.39,290,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2902.69
428,11/27/2027,Pate Muddiman,error: undefined method `first' for nil:NilClass,Olopa,Anguil,4.16,87,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,865.19
429,2/23/2025,Hilary Commins,error: undefined method `first' for nil:NilClass,Nanterre,San Julian,4.2,497,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1054.08
430,6/20/2025,Nettle Lemarie,error: undefined method `first' for nil:NilClass,Jönköping,Izumo,13.32,357,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,693.44
431,7/25/2026,Maddie Serridge,error: undefined method `first' for nil:NilClass,Hînceşti,Constanza,10.38,225,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1733.22
432,8/12/2027,Sebastiano Sturgess,error: undefined method `first' for nil:NilClass,Watthana Nakhon,Otradnaya,4.52,25,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2831.66
433,10/2/2027,Darelle Baldrey,error: undefined method `first' for nil:NilClass,Cherryville,Sukadana,9.54,475,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2654.4
434,8/18/2025,Debora Kimble,error: undefined method `first' for nil:NilClass,Saddina,Napak,7.96,73,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2913.72
435,9/8/2026,Callie Walesby,error: undefined method `first' for nil:NilClass,Caocun,Strasbourg,10.11,452,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,841.18
436,7/24/2025,Emilia Doig,error: undefined method `first' for nil:NilClass,Andilamena,Baofeng,13.85,299,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1248.16
437,4/2/2025,Remington Zarb,error: undefined method `first' for nil:NilClass,Meipu,Bihoro,2.58,44,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1882.04
438,8/20/2027,Aimil Andreolli,error: undefined method `first' for nil:NilClass,Haoxinying,Dahuaishu,16.92,155,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,101.67
439,4/13/2027,Kerrin Ridgley,error: undefined method `first' for nil:NilClass,Itaperuçu,Kobelyaky,12.18,455,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1293.96
440,8/31/2027,Harwell Raun,error: undefined method `first' for nil:NilClass,Youxi,Pasiragung,0.45,40,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2122.53
441,2/6/2026,Ferdinande Redgate,error: undefined method `first' for nil:NilClass,Lawrenceville,Middelburg,10.61,117,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1317.53
442,9/20/2027,Lemuel Joanic,error: undefined method `first' for nil:NilClass,Lazaro Cardenas,Watuweri,3.13,503,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,381.9
443,1/24/2027,Stan Laughnan,error: undefined method `first' for nil:NilClass,Timba Lauk,Dalam,11.51,502,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1167.34
444,5/27/2025,Vanni Dackombe,error: undefined method `first' for nil:NilClass,Portumna,Antas,4.51,361,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,506.01
445,3/14/2025,Sandie McCue,error: undefined method `first' for nil:NilClass,Xiongchi,Aguilares,10.22,493,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1818.22
446,12/30/2026,Ardyce Martignon,error: undefined method `first' for nil:NilClass,Horodok,Il’inskiy Pogost,15.03,466,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,888.48
447,6/13/2025,Kaile Tough,error: undefined method `first' for nil:NilClass,Novouzensk,Tufang,14.32,463,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,31.37
448,7/23/2026,Meryl Milliere,error: undefined method `first' for nil:NilClass,Hulín,Poitiers,17.85,323,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2589.65
449,9/10/2027,Nikki Crat,error: undefined method `first' for nil:NilClass,Zdenci,Yambol,2.73,506,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1297.25
450,8/3/2027,Eudora Gamlen,error: undefined method `first' for nil:NilClass,Gabi,Ulricehamn,6.13,458,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1747.77
451,8/8/2027,Darcee Cavan,error: undefined method `first' for nil:NilClass,Stockholm,Accha,11.0,539,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1030.51
452,10/29/2025,Grier Simmill,error: undefined method `first' for nil:NilClass,Rio Novo do Sul,Varāmīn,9.32,501,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,688.48
